0,1,None,-92.04096744620396
1,1,-91.9189102155,-92.61395143002918
2,1,13.4576069424,-86.70484302921315
3,1,16.583604788,-74.22935427705521
4,1,13.2045992461,-78.06635141987874
5,1,1.60479744542,-74.26588127571536
6,1,0.332890770181,-75.17901189399142
7,1,0.287611254028,-83.51946814992992
8,1,4.2419416388,-74.49132454137714
9,1,2.68987587904,-79.03691218167282
10,1,2.31548241529,-74.3810879480698
11,1,4.46136949071,-75.93381081401796
12,1,4.35011416028,-77.57727562343382
13,1,4.34229034317,-78.72090901291214
14,1,4.52385193804,-72.32706154413273
15,1,5.36509343007,-73.69137182706821
16,1,7.09888815518,-81.34322378432081
17,1,4.91942159337,-64.56719280444615
18,1,14.9300969857,-72.637105687429
19,1,5.04563019266,-70.90054315970167
20,1,7.41825489729,-76.4722890343465
21,1,5.19126607495,-71.73807200253918
22,1,5.21382368662,-67.36167812201558
23,1,5.1196840857,-67.67428075488657
24,1,5.08878904057,-68.00985070638228
25,1,5.09507414439,-73.95730062274386
26,1,7.46817338133,-67.05327024959028
27,1,7.36694787249,-69.19375236502223
28,1,5.17810044119,-74.07786548767693
29,1,7.00496802192,-72.23087290708602
30,1,6.89921731618,-78.29221808501048
31,1,5.10343949973,-70.65362687040951
32,1,6.96497752282,-77.26094808043722
33,1,6.89952384526,-67.50553731757664
34,1,5.13616184271,-71.26074636396936
35,1,5.19907081167,-61.92290355054439
36,1,7.79716033009,-77.45462724541551
37,1,5.50989663526,-65.75727730118189
38,1,5.42798705504,-63.47196030409041
39,1,19.0514446357,-71.37893001413403
40,1,21.0271430637,-63.59255410546152
41,1,5.61783782125,-57.304691546939964
42,1,5.79454683662,-60.54087278186129
43,1,6.61130093779,-65.15638774433975
44,1,21.0865181566,-61.990011212605886
45,1,37.6521802987,-63.10054172380365
46,1,43.0538430603,-59.85471676318586
47,1,44.1094252763,-57.71672602950638
48,1,42.8096774452,-64.22503009411543
49,1,47.536710113,-64.59465701584439
50,1,58.3393634976,-56.50983212624123
51,1,51.137859774,-56.83125352155185
52,1,51.3244679831,-70.36510248525462
53,1,52.6790561547,-56.49430217090945
54,1,53.2211503952,-57.2292302640168
55,1,44.4576142514,-50.383335432916226
56,1,43.1693994177,-63.282251013080014
57,1,46.1126182612,-61.30063677663442
58,1,39.4995328707,-58.62739374990908
59,1,40.6032737792,-58.8185916373666
60,1,46.3395575098,-61.65621591062937
61,1,52.1931990198,-62.43243296348504
62,1,48.8604567335,-60.31653879285071
63,1,48.9680891578,-55.75639253543077
64,1,52.3861882597,-66.60638167927645
65,1,56.7659790884,-53.49782114867395
66,1,51.0006658828,-72.28218840887573
67,1,44.7284258273,-62.82800479840074
68,1,43.9640368667,-52.6475288956959
69,1,43.8181518044,-55.13007301439172
70,1,41.6754835638,-47.48667929875141
71,1,47.2897796222,-58.72315674421231
72,1,41.4258207916,-66.43996449888397
73,1,42.4080951285,-72.11172481692269
74,1,46.3869097592,-54.99058823139807
75,1,45.4336032058,-56.93864367195138
76,1,43.102318501,-60.79058023721505
77,1,52.6069214753,-64.70562323910191
78,1,53.8851926793,-66.27594519616369
79,1,50.0370431198,-52.72452289191042
80,1,57.2415783557,-58.545571917103764
81,1,66.969440315,-67.44584418982129
82,1,63.704207336,-78.43489312623132
83,1,53.5692668757,-66.06020336283208
84,1,50.3336374074,-53.380696561993005
85,1,45.7440661017,-61.93349535796746
85,2,None,-61.93349535796746
86,1,47.6522761532,-67.17035924844554
86,2,-98.1791019183,-67.17035924844554
87,1,51.8852981531,-53.70659266039233
87,2,25.1006068104,-53.70659266039233
88,1,48.3680955135,-51.35472715067402
88,2,39.0493189456,-51.35472715067402
89,1,49.9477914553,-38.74608870948544
89,2,44.5374591288,-38.74608870948544
90,1,73.4151450497,-61.37834697507252
90,2,45.9116070175,-61.37834697507252
91,1,49.9801211868,-52.451956498373235
91,2,54.7355082521,-52.451956498373235
92,1,46.9821924287,-67.62991363101523
92,2,54.9575855018,-67.62991363101523
93,1,41.4813727265,-45.27376732696888
93,2,43.737070066,-45.27376732696888
94,1,46.2973007435,-49.28418265783811
94,2,46.8135288328,-49.28418265783811
95,1,51.4162144609,-56.15136873651707
95,2,54.2029380204,-56.15136873651707
96,1,49.9456580925,-50.80660592378903
96,2,45.3245134309,-50.80660592378903
97,1,47.122422904,-58.94569872933087
97,2,53.4587492204,-58.94569872933087
98,1,54.9619877316,-56.77941764314427
98,2,54.3855497776,-56.77941764314427
99,1,50.9939431246,-59.071476535641125
99,2,54.4987779481,-59.071476535641125
100,1,48.797735078,-61.693929486351834
100,2,60.8013117356,-61.693929486351834
101,1,45.3782616625,-60.965613473922815
101,2,49.4031478606,-60.965613473922815
102,1,48.746014084,-62.76580072154008
102,2,48.7392149372,-62.76580072154008
103,1,50.4446622819,-55.29120560298383
103,2,57.1545078924,-55.29120560298383
103,3,None,-55.29120560298383
104,1,53.515984533,-57.908252694522986
104,2,31.8315568888,-57.908252694522986
104,3,-38.8068814222,-57.908252694522986
105,1,52.473307758,-52.499554253676166
105,2,39.9936303632,-52.499554253676166
105,3,55.0486646104,-52.499554253676166
106,1,29.5471111301,-58.08334142822633
106,2,40.0911550378,-58.08334142822633
106,3,56.2457209844,-58.08334142822633
107,1,58.0008473727,-53.8077576819955
107,2,51.5051226188,-53.8077576819955
107,3,51.766743521,-53.8077576819955
108,1,53.1802889257,-63.142383064295984
108,2,48.5585620583,-63.142383064295984
108,3,50.9923558459,-63.142383064295984
109,1,38.7597654634,-43.89205867098668
109,2,43.9023757677,-43.89205867098668
109,3,49.4470705263,-43.89205867098668
110,2,57.9684210855,-57.91184370455587
110,3,47.0573243975,-57.91184370455587
111,2,48.5831082522,-51.38623596802439
111,3,54.5682878718,-51.38623596802439
112,2,49.9748343451,-65.21211895741692
112,3,50.5052660211,-65.21211895741692
113,2,47.2933418628,-46.239186688455426
113,3,51.9795723993,-46.239186688455426
114,2,48.1856333396,-63.800312914594144
114,3,51.1656097128,-63.800312914594144
115,2,44.4077703764,-47.666169601061156
115,3,51.9795723993,-47.666169601061156
116,2,51.9148852635,-49.658337423056736
116,3,52.3921995771,-49.658337423056736
117,2,56.5504391533,-43.34038335253896
117,3,51.962942065,-43.34038335253896
118,2,48.6181283119,-61.51761517994978
118,3,47.5755884157,-61.51761517994978
119,2,51.7762760905,-53.031456891910324
119,3,50.8254562104,-53.031456891910324
120,2,49.5885793889,-56.03815269687414
120,3,49.4658416182,-56.03815269687414
121,2,50.9280657675,-59.77244902689306
121,3,48.2153730289,-59.77244902689306
122,2,49.5019341568,-57.518428323359586
122,3,48.445445687,-57.518428323359586
123,2,36.0654174587,-46.57231363708155
123,3,52.5339466605,-46.57231363708155
124,2,50.5785189885,-64.94148691396819
124,3,55.7145027746,-64.94148691396819
125,2,52.4628796754,-52.49098069362098
125,3,50.3028054219,-52.49098069362098
126,2,51.0307363977,-46.401994838544205
126,3,50.74864576,-46.401994838544205
